,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
5874,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,"Not bad, second glass",white
5865,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,"Not bad, second glass",white
5863,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,"Not bad, second glass",white
5862,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,"Not bad, second glass",white
5861,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,"Not bad, second glass",white
5860,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,"Not bad, second glass",white
5859,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,"Not bad, second glass",white
5858,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,"Not bad, second glass",white
5857,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,"Not bad, second glass",white
5856,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,"Not bad, second glass",white
5864,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,"Not bad, second glass",white
5855,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,"Not bad, second glass",white
5875,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,"Not bad, second glass",white
5877,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,"Not bad, second glass",white
5895,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,"Not bad, second glass",white
5894,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,"Not bad, second glass",white
5893,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,"Not bad, second glass",white
5892,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,"Not bad, second glass",white
5891,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,"Not bad, second glass",white
5890,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,"Not bad, second glass",white
5889,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,"Not bad, second glass",white
5888,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,"Not bad, second glass",white
5876,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,"Not bad, second glass",white
5887,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,"Not bad, second glass",white
5885,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,"Not bad, second glass",white
5884,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,"Not bad, second glass",white
5883,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,"Not bad, second glass",white
5882,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,"Not bad, second glass",white
5881,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,"Not bad, second glass",white
5880,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,"Not bad, second glass",white
5879,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,"Not bad, second glass",white
5878,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,"Not bad, second glass",white
5886,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,"Not bad, second glass",white
5854,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,"Not bad, second glass",white
5853,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,"Not bad, second glass",white
5852,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,"Not bad, second glass",white
5828,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,"Not bad, second glass",white
5827,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,"Not bad, second glass",white
5826,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,"Not bad, second glass",white
5825,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,"Not bad, second glass",white
5824,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,"Not bad, second glass",white
5823,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,"Not bad, second glass",white
5822,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"Not bad, second glass",white
5821,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"Not bad, second glass",white
5829,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,"Not bad, second glass",white
5820,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"Not bad, second glass",white
5818,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"Not bad, second glass",white
5817,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"Not bad, second glass",white
5816,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,"Not bad, second glass",white
5815,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,"Not bad, second glass",white
5814,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,"Not bad, second glass",white
5813,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,"Not bad, second glass",white
5812,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,"Not bad, second glass",white
5811,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,"Not bad, second glass",white
5819,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"Not bad, second glass",white
5830,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,"Not bad, second glass",white
5831,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,"Not bad, second glass",white
5832,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,"Not bad, second glass",white
5851,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,"Not bad, second glass",white
5850,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,"Not bad, second glass",white
5849,7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,"Not bad, second glass",white
5848,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,"Not bad, second glass",white
5847,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,"Not bad, second glass",white
5846,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"Not bad, second glass",white
5845,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,"Not bad, second glass",white
5844,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,"Not bad, second glass",white
5843,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"Not bad, second glass",white
5842,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"Not bad, second glass",white
5841,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,"Not bad, second glass",white
5840,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,"Not bad, second glass",white
5839,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,"Not bad, second glass",white
5838,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,"Not bad, second glass",white
5837,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,"Not bad, second glass",white
5836,6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,"Not bad, second glass",white
5835,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,"Not bad, second glass",white
5834,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,"Not bad, second glass",white
5833,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,"Not bad, second glass",white
5722,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,"Not bad, second glass",white
5896,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,"Not bad, second glass",white
5721,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"Not bad, second glass",white
5719,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"Not bad, second glass",white
5607,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,"Not bad, second glass",white
5606,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,"Not bad, second glass",white
5605,6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,"Not bad, second glass",white
5604,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"Not bad, second glass",white
5603,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,"Not bad, second glass",white
5602,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,"Not bad, second glass",white
5601,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,"Not bad, second glass",white
5600,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,"Not bad, second glass",white
5608,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,"Not bad, second glass",white
5599,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,"Not bad, second glass",white
5597,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,"Not bad, second glass",white
5596,6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,"Not bad, second glass",white
5595,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"Not bad, second glass",white
5594,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"Not bad, second glass",white
5593,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,"Not bad, second glass",white
5592,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,"Not bad, second glass",white
5591,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,"Not bad, second glass",white
5590,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,"Not bad, second glass",white
5598,6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,"Not bad, second glass",white
5589,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,"Not bad, second glass",white
5609,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,"Not bad, second glass",white
5611,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,"Not bad, second glass",white
5629,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,"Not bad, second glass",white
5628,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,"Not bad, second glass",white
5627,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,"Not bad, second glass",white
5626,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,"Not bad, second glass",white
5625,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,"Not bad, second glass",white
5624,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,"Not bad, second glass",white
5623,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,"Not bad, second glass",white
5622,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,"Not bad, second glass",white
5610,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,"Not bad, second glass",white
5621,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,"Not bad, second glass",white
5619,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,"Not bad, second glass",white
5618,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,"Not bad, second glass",white
5617,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,"Not bad, second glass",white
5616,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"Not bad, second glass",white
5615,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,"Not bad, second glass",white
5614,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"Not bad, second glass",white
5613,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"Not bad, second glass",white
5612,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,"Not bad, second glass",white
5620,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,"Not bad, second glass",white
5630,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,"Not bad, second glass",white
5588,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"Not bad, second glass",white
5586,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,"Not bad, second glass",white
5563,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,"Not bad, second glass",white
5562,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,"Not bad, second glass",white
5561,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,"Not bad, second glass",white
5560,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,"Not bad, second glass",white
5559,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,"Not bad, second glass",white
5558,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,"Not bad, second glass",white
5557,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,"Not bad, second glass",white
5556,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,"Not bad, second glass",white
5564,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,"Not bad, second glass",white
5555,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,"Not bad, second glass",white
5553,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,"Not bad, second glass",white
5552,7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,"Not bad, second glass",white
5551,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,"Not bad, second glass",white
5550,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,"Not bad, second glass",white
5549,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,"Not bad, second glass",white
5548,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,"Not bad, second glass",white
5547,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,"Not bad, second glass",white
5546,6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,"Not bad, second glass",white
5554,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,"Not bad, second glass",white
5587,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,"Not bad, second glass",white
5565,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"Not bad, second glass",white
5567,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,"Not bad, second glass",white
5585,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,"Not bad, second glass",white
5584,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"Not bad, second glass",white
5583,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,"Not bad, second glass",white
5582,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,"Not bad, second glass",white
5581,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,"Not bad, second glass",white
5580,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,"Not bad, second glass",white
5579,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Not bad, second glass",white
5578,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,"Not bad, second glass",white
5566,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"Not bad, second glass",white
5577,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,"Not bad, second glass",white
5575,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Not bad, second glass",white
5574,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Not bad, second glass",white
5573,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Not bad, second glass",white
5572,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,"Not bad, second glass",white
5571,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"Not bad, second glass",white
5570,6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,"Not bad, second glass",white
5569,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,"Not bad, second glass",white
5568,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,"Not bad, second glass",white
5576,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,"Not bad, second glass",white
5631,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,"Not bad, second glass",white
5632,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,"Not bad, second glass",white
5633,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,"Not bad, second glass",white
5696,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,"Not bad, second glass",white
5695,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"Not bad, second glass",white
5694,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,"Not bad, second glass",white
5693,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,"Not bad, second glass",white
5692,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"Not bad, second glass",white
5691,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,"Not bad, second glass",white
5690,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,"Not bad, second glass",white
5689,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,"Not bad, second glass",white
5697,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,"Not bad, second glass",white
5688,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,"Not bad, second glass",white
5686,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,"Not bad, second glass",white
5685,7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,"Not bad, second glass",white
5684,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,"Not bad, second glass",white
5683,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Not bad, second glass",white
5682,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Not bad, second glass",white
5681,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,"Not bad, second glass",white
5680,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,"Not bad, second glass",white
5679,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,"Not bad, second glass",white
5687,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"Not bad, second glass",white
5678,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,"Not bad, second glass",white
5698,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,"Not bad, second glass",white
5700,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,"Not bad, second glass",white
5718,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,"Not bad, second glass",white
5717,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"Not bad, second glass",white
5716,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,"Not bad, second glass",white
5715,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"Not bad, second glass",white
5714,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"Not bad, second glass",white
5713,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"Not bad, second glass",white
5712,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,"Not bad, second glass",white
5711,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,"Not bad, second glass",white
5699,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,"Not bad, second glass",white
5710,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,"Not bad, second glass",white
5708,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,"Not bad, second glass",white
5707,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"Not bad, second glass",white
5706,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,"Not bad, second glass",white
5705,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,"Not bad, second glass",white
5704,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,"Not bad, second glass",white
5703,5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,"Not bad, second glass",white
5702,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,"Not bad, second glass",white
5701,5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,"Not bad, second glass",white
5709,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,"Not bad, second glass",white
5677,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,"Not bad, second glass",white
5676,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,"Not bad, second glass",white
5675,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,"Not bad, second glass",white
5651,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,"Not bad, second glass",white
5650,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,"Not bad, second glass",white
5649,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,"Not bad, second glass",white
5648,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Not bad, second glass",white
5647,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"Not bad, second glass",white
5646,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,"Not bad, second glass",white
5645,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Not bad, second glass",white
5644,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Not bad, second glass",white
5652,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,"Not bad, second glass",white
5643,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Not bad, second glass",white
5641,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,"Not bad, second glass",white
5640,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,"Not bad, second glass",white
5639,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,"Not bad, second glass",white
5638,7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,"Not bad, second glass",white
5637,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,"Not bad, second glass",white
5636,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"Not bad, second glass",white
5635,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"Not bad, second glass",white
5634,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,"Not bad, second glass",white
5642,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Not bad, second glass",white
5653,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,"Not bad, second glass",white
5654,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,"Not bad, second glass",white
5655,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,"Not bad, second glass",white
5674,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,"Not bad, second glass",white
5673,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,"Not bad, second glass",white
5672,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,"Not bad, second glass",white
5671,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,"Not bad, second glass",white
5670,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,"Not bad, second glass",white
5669,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,"Not bad, second glass",white
5668,7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,"Not bad, second glass",white
5667,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"Not bad, second glass",white
5666,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"Not bad, second glass",white
5665,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,"Not bad, second glass",white
5664,6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,"Not bad, second glass",white
5663,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,"Not bad, second glass",white
5662,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,"Not bad, second glass",white
5661,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,"Not bad, second glass",white
5660,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,"Not bad, second glass",white
5659,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,"Not bad, second glass",white
5658,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,"Not bad, second glass",white
